Handle,Title,Variant Price,Collection,Type,Vendor,Variant Grams,Variant Weight Unit,Variant Inventory Qty,Status,Image Src,product.metafields.custom.band,Case Diameter (mm) 2,Dial Color 3,Gender 4,Lug Width 5,New 6,Movement 7,Caliber 8,Booklet 9,Collection 10,Tags,Body (HTML),product.metafields.custom.movement_value_1,product.metafields.custom.movement_value_2,product.metafields.custom.movement_value_3,product.metafields.custom.case_thickness_mm,product.metafields.custom.case_length_mm,product.metafields.custom.web_case_material,product.metafields.custom.web_strap,product.metafields.custom.web_water_resistance,product.metafields.custom.case_cross_reference,product.metafields.custom.feature_1,product.metafields.custom.feature_2,product.metafields.custom.feature_3,product.metafields.custom.feature_4,product.metafields.custom.feature_5
SRPK22,SRPK22,415,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK22_1.png?v=1757428335,Stainless steel,42.5,Charcoal,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless steel, 42.5, Charcoal, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S. Special Creation. Adding new richness to classic sport/dress design, this stylish watch, delivers all-day versatility with a cutting edge. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a black uni-directional rotating elapsed timing bezel, the sunray-finish charcoal gray dial features luminous hands and markers, and a date/day calendar. Crafted of stainless steel in two-tone finish, this exceptional watch includes a tri-fold push button release clasp with lock, as well as a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Two-tone stainless steel case,Two-tone stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S. Special Creation,"Initially launched exclusively in the US market, now available in select markets globally",Automatic with manual winding capability,Black uni-directional rotating elapsed timing bezel,Charcoal gray dial with sunray finish
SRPK29,SRPK29,350,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK29_1.png?v=1757428295,Stainless Steel,38,Black,Men's,20,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 38, Black, Men's, 20, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports SKX Mid-Size. With vintage styling and colors recalling the quartz diver's watches of the 1980s, the mid-size SKX design offers the 38mm case diameter of the originals, but with a slimmer case and a durable, yet comfortable, three-row sport bracelet. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The rich black dial, framed by a black uni-directional rotating elapsed timing bezel, features a day/date calendar and luminous hands and markers. In stainless steel, with locking tri-fold push button release clasp and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.1,44.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Midsize2,Seiko 5 Sports,Automatic with manual winding capability,Black uni-directional rotating bezel,Black dial,Day/date calendar
SRPK31,SRPK31,350,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK31_1_88133192-1b25-4ca0-9f77-07323e3bd71f.png?v=1757428296,Stainless Steel,38,Ivory,Men's,20,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 38, Ivory, Men's, 20, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports SKX Mid-Size. With vintage styling and colors recalling the quartz diver's watches of the 1980s, the mid-size SKX design offers the 38mm case diameter of the originals, but with a slimmer case and a durable, yet comfortable, three-row sport bracelet. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The ivory dial, framed by a dark gray uni-directional rotating elapsed timing bezel, features a day/date calendar and luminous hands and markers. In stainless steel, with locking tri-fold push button release clasp and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.1,44.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Midsize2,Seiko 5 Sports,Automatic with manual winding capability,Dark gray uni-directional rotating bezel,Ivory sunray dial,Day/date calendar
SRPK33,SRPK33,350,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK33_1_7d005348-2db0-4657-aff8-160f994cdd7a.png?v=1757428297,Stainless Steel,38,Green,Men's,20,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 38, Green, Men's, 20, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports SKX Mid-Size. With vintage styling and colors recalling the quartz diver's watches of the 1980s, the mid-size SKX design offers the 38mm case diameter of the originals, but with a slimmer case and a durable, yet comfortable, three-row sport bracelet. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The vibrant green dial, framed by a black uni-directional rotating elapsed timing bezel, features a day/date calendar and luminous hands and markers. In stainless steel, with locking tri-fold push button release clasp and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.1,44.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Midsize2,Seiko 5 Sports,Automatic with manual winding capability,Black uni-directional rotating bezel,Vibrant green dial,Day/date calendar
SRPK35,SRPK35,350,Seiko 5 Sports,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK35_1_27756c2e-aa16-47f7-a666-eb35f3bbd940.png?v=1757428298,Stainless Steel,38,Orange,Men's,20,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 38, Orange, Men's, 20, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports SKX Mid-Size. With vintage styling and colors recalling the quartz diver's watches of the 1980s, the mid-size SKX design offers the 38mm case diameter of the originals, but with a slimmer case and a durable, yet comfortable, three-row sport bracelet. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The vibrant orange dial, framed by a black uni-directional rotating elapsed timing bezel, features a day/date calendar and luminous hands and markers. In stainless steel, with locking tri-fold push button release clasp and a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.1,44.2,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Midsize2,Seiko 5 Sports,Automatic with manual winding capability,Black uni-directional rotating bezel with gold accents,Vibrant orange sunray dial,Day/date calendar
SRPK48,SRPK48,575,Presage,Watch,Seikousa ,500,g,20,draft,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK48_1.png?v=1757428371,Stainless Steel,40.5,Gold,Men's,20,new,Automatic,4R35,JSY4RCC2,Presage,"Stainless Steel, 40.5, Gold, Men's, 20, new, Automatic, 4R35, JSY4RCC2, Presage","<p>Seiko Presage Cocktail Time U.S. Special Creation now available in select markets globally. Offering the finest in Japanese mechanical watchmaking, the Presage Collection blends precision technology with superior craftsmanship and design. Celebrating craft beer cocktails, as one of the first two watches in the Cocktail Time Collection to offer a gold case and bracelet finish, this shimmering design, inspired by the Half and Half cocktail, is highlighted by a gloss-finish gold and brown dial with radial gradations to suggest the distinct hues of a fresh pour, while the pressed pattern evokes its bubbling effervescence. The 23-jewel automatic movement, visible through the screwdown see-through caseback, beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Crafted of stainless steel, this distinctive timepiece includes a calendar, box-shaped crystal, and deployment clasp with push button release. 5 bar, 50M Water Resistant</p>",Caliber 4R35,"21,600 vibrations per hour",23 jewels,11.84,47.5,Stainless steel case with gold finish,Stainless steel bracelet with gold finish,"5 bar, 50 meters (165 feet)",Cocktail1,Seiko Presage Cocktail Time U.S. Special Creation now available in select markets globally,Special creation celebrating craft beer cocktails,Fine mechanical watchmaking from Japan,Automatic with manual winding capability,"Inspired by the Half and Half beer cocktail, the gloss finish gold and brown dial is radially gradated to suggest the distinct hues of a fresh pour, while the pressed pattern evokes its bubbling effervescence"
SRPK65,SRPK65,375,Seiko 5 Sports,Watch,Seikousa ,500,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK65_1_d45c95be-8c9b-4bc0-95e6-18c65fc52c21.png?v=1757428392,Stainless Steel,42.5,Blue,Men's,22,new,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Blue, Men's, 22, new, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Special Edition. For decades, Seiko 5 Sports has delivered consistently high levels of reliability, durability, and performance. This dynamic watch offers current styling with a vintage feel, featuring an updated case and streamlined dial, while retaining the retro silver and blue color scheme. Inspired by the vintage Seiko 5 Sports models of the 1960s and 1970s, this timepiece is framed by a blue and white checkered uni-directional rotating bezel, while the blue dial with sunray finish includes a day/date calendar, red-orange second hand, and luminous hands and markers. The design takes its color scheme and bezel pattern from the ""Checker Flag,"" one of the most popular designs of the era. Providing automatic technology that you control with every movement, the 24-jewel movement, visible through the screwdown see-through caseback, beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. In stainless steel with locking tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel55,Seiko 5 Sports Special Edition,Inspired by the vintage Seiko 5 Sports models of the 1960s and 1970s,Automatic with manual winding capability,White and blue checkered uni-directional rotating bezel,"The design takes it's color scheme and bezel pattern from the ""Checker Flag,"" one of the most popular designs of the era"
SRPK67,SRPK67,375,Seiko 5 Sports,Watch,Seikousa ,500,g,20,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK67_1_337e299b-1a75-414b-8731-33e40cee3f04.png?v=1757428391,Stainless Steel,42.5,Black,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Black, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports Special Edition. For decades, Seiko 5 Sports has delivered consistently high levels of reliability, durability, and performance. This dynamic watch offers current styling with a vintage feel, featuring an updated case and streamlined dial, while retaining the retro silver and blue color scheme. Inspired by the vintage Seiko 5 Sports models of the 1960s and 1970s, this timepiece is framed by a black and white checkered uni-directional rotating bezel, the black dial includes an inner white and blue checkered circle framing the indices for the numbers, a day/date calendar, red-orange second hand, and luminous hands and markers. The design takes its color scheme and bezel pattern from the ""Checker Flag,"" one of the most popular designs of the era. Providing automatic technology that you control with every movement, the 24-jewel movement, visible through the screwdown see-through caseback, beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. In stainless steel with locking tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel55,Seiko 5 Sports Special Edition,Inspired by the vintage Seiko 5 Sports models of the 1960s and 1970s,Automatic with manual winding capability,White and black checkered uni-directional rotating bezel,"The design takes it's color scheme and bezel pattern from the ""Checker Flag,"" one of the most popular designs of the era"
SRPK69,SRPK69,375,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK69_1.png?v=1757428378,Nylon Strap,42.5,Blue,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 42.5, Blue, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S Special Creation. With vivid colors and bold design inspired by the stripes of vintage race cars, this dynamic watch delivers both memorable styling and durability. For added impact, the blue and white stripes flow from the dial to the coordinated nylon strap, sized to fit easily over a racing uniform. Framed by a blue uni-directional rotating bezel, the dial also offers a day/date calendar, yellow second hand, and luminous hands and markers. Providing automatic technology that you control with every movement, this memorable timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The case, in stainless steel, includes a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Blue and white striped nylon strap,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S Special Creation,Inspired by the bold and vivid stripes of vintage race cars,Automatic with manual winding capability,Blue uni-directional rotating bezel,Blue and white striped dial
SRPK71,SRPK71,375,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK71_1.png?v=1757428378,Nylon Strap,42.5,Red,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 42.5, Red, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S Special Creation. With vivid colors and bold design inspired by the stripes of vintage race cars, this dynamic watch delivers both memorable styling and durability. For added impact, the black and red stripes flow from the dial to the coordinated nylon strap, sized to fit easily over a racing uniform. Framed by a black uni-directional rotating bezel, the dial also offers a day/date calendar, red second hand, and luminous hands and markers. Providing automatic technology that you control with every movement, this memorable timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The case, in stainless steel, includes a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Black and red striped nylon strap,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S Special Creation,Inspired by the bold and vivid stripes of vintage race cars,Automatic with manual winding capability,Black uni-directional rotating bezel,Black and red striped dial
SRPK73,SRPK73,375,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK73_1.png?v=1757428379,Nylon Strap,42.5,Orange,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Nylon Strap, 42.5, Orange, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Seiko 5 Sports U.S Special Creation. With vivid colors and bold design inspired by the stripes of vintage cars, this dynamic watch delivers both memorable styling and durability. For added impact, the silver and orange stripes flow from the dial to the coordinated nylon strap, sized to fit easily over a racing uniform. Framed by a light silver uni-directional rotating bezel, the dial also offers a day/date calendar, blue second hand, and luminous hands and markers. Providing automatic technology that you control with every movement, this memorable timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. The case, in stainless steel, includes a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,13.4,46,Stainless steel case,Light gray and orange striped nylon strap,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports U.S Special Creation,Inspired by the bold and vivid stripes of vintage race cars,Automatic with manual winding capability,Light silver uni-directional rotating bezel,Silver and orange striped dial
SRPK87,SRPK87,415,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK87_1.png?v=1757428405,Stainless Steel,37.4,Blue,Men's,18,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 37.4, Blue, Men's, 18, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Show your style. Make your move. For over 50 years, Seiko 5 Sports has delivered consistently high levels of reliability, durability, and performance. Inspired by the best-selling SNXS series from the classic Seiko 5 collection of the past, this exceptional watch offers a compact case and bracelet design incorporating iconic elements of the original models with upgraded performance for today. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a metallic minute track, the deep blue dial features diamond cut indices with grooved top surfaces, a day/date calendar, and LumiBrite coating on the hands and markers for enhanced visibility in low-light conditions. Crafted of stainless steel with hairline and mirror finish, the sharply designed case has a low center of gravity for a comfortable fit and features a screwdown see-through caseback for a view of classic timekeeping in action, flowing seamlessly to a stainless steel bracelet with a tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.7,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",stag_SolidSNXS,Seiko 5 Sports,"Design inspired by the, fan favorite, Seiko 5 Sports SNXS series with a more compact case and bracelet design","The sharply designed case reflects the original, but has a lower center of gravity for a comfortable fit on the wrist",Automatic with manual winding capability,Blue dial framed by a metallic minute track
SRPK89,SRPK89,415,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK891.png?v=1757428406,Stainless Steel,37.4,Black,Men's,18,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 37.4, Black, Men's, 18, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Show your style. Make your move. For over 50 years, Seiko 5 Sports has delivered consistently high levels of reliability, durability, and performance. Inspired by the best-selling SNXS series from the classic Seiko 5 collection of the past, this exceptional watch offers a compact case and bracelet design incorporating iconic elements of the original models with upgraded performance for today. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a metallic minute track, the deep black dial features diamond cut indices with grooved top surfaces, a day/date calendar, and LumiBrite coating on the hands and markers for enhanced visibility in low-light conditions. Crafted of stainless steel with hairline and mirror finish, the sharply designed case has a low center of gravity for a comfortable fit and features a screwdown see-through caseback for a view of classic timekeeping in action, flowing seamlessly to a stainless steel bracelet with a tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.7,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",SolidSNXS,Seiko 5 Sports,"Design inspired by the, fan favorite, Seiko 5 Sports SNXS series with a more compact case and bracelet design","The sharply designed case reflects the original, but has a lower center of gravity for a comfortable fit on the wrist",Automatic with manual winding capability,Black dial framed by a metallic minute track
SRPK91,SRPK91,415,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK91_1.png?v=1757428407,Stainless Steel,37.4,Ivory,Men's,18,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 37.4, Ivory, Men's, 18, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Show your style. Make your move. For over 50 years, Seiko 5 Sports has delivered consistently high levels of reliability, durability, and performance. Inspired by the best-selling SNXS series from the classic Seiko 5 collection of the past, this exceptional watch offers a compact case and bracelet design incorporating iconic elements of the original models with upgraded performance for today. Providing automatic technology that you control with every movement, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a metallic minute track, the sunray-finish dial features diamond cut indices with grooved top surfaces, a day/date calendar, and LumiBrite coating on the hands and markers for enhanced visibility in low-light conditions. Crafted of stainless steel with hairline and mirror finish, the sharply designed case has a low center of gravity for a comfortable fit and features a screwdown see-through caseback for a view of classic timekeeping in action, flowing seamlessly to a stainless steel bracelet with a tri-fold push button release clasp. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,12.5,44.7,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",stag_SolidSNXS,Seiko 5 Sports,"Design inspired by the, fan favorite, Seiko 5 Sports SNXS series with a more compact case and bracelet design","The sharply designed case reflects the original, but has a lower center of gravity for a comfortable fit on the wrist",Automatic with manual winding capability,Ivory-tone sunray dial framed by a metallic minute track
SRPK97,SRPK97,400,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK97_1.png?v=1757427923,Stainless Steel,42.5,Blue,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Blue, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Inspired by Seiko's popular SNZH series, this stylish watch delivers all-day versatility with a cutting edge. Equipped with automatic technology that you control with every motion, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a navy blue uni-directional rotating bezel with a glossy Hardlex crystal insert for a refined look, the stunning blue sunray finish dial features luminous hands and markers, and a day/date calendar. Crafted of stainless steel, this tailored design includes a tri-fold push button release clasp with lock, as well as a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,14.2,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports,Inspired by the fan-favorite Seiko 5 Sports SNZH series,Blue sunray dial with silver indices,Blue uni-directional rotating bezel with glossy Hardlex crystal insert for a refined look,Automatic with manual winding capability
SRPK99,SRPK99,400,Seiko 5 Sports,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SRPK99_1.png?v=1757427925,Stainless Steel,42.5,Black,Men's,22,,Automatic,4R36,JSY4RCC2,Seiko 5 Sports,"Stainless Steel, 42.5, Black, Men's, 22, Automatic, 4R36, JSY4RCC2, Seiko 5 Sports","<p>Inspired by Seiko's popular SNZH series, this stylish watch delivers all-day versatility with a cutting edge. Equipped with automatic technology that you control with every motion, this dynamic timepiece is powered by a 24-jewel movement that beats at a frequency of 21,600 vibrations per hour, with a power reserve of approximately 41 hours and manual winding capability. Framed by a black uni-directional rotating bezel with gold accents and a glossy Hardlex crystal insert for a refined look, the stunning black dial features luminous hands and markers, and a day/date calendar. Crafted of stainless steel, this exceptional watch includes a tri-fold push button release clasp with lock, as well as a screwdown see-through caseback for a view of classic timekeeping in action. 10 bar, 100M Water Resistant</p>",Caliber 4R36,"21,600 vibrations per hour",24 jewels,14.2,46,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Bezel,Seiko 5 Sports,Inspired by the fan-favorite Seiko 5 Sports SNZH series,Black sunray dial with gold indices,Black uni-directional rotating bezel with gold accents and a glossy Hardlex crystal insert for a refined look,Automatic with manual winding capability
SSB321,SSB321,295,Essentials,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB321_1.png?v=1757427997,Stainless Steel,43.9,Blue,Men's,22,,Quartz Chronograph,8T67,8T67,Essentials,"Stainless Steel, 43.9, Blue, Men's, 22, Quartz Chronograph, 8T67, 8T67, Essentials","<p>From the Men's Essential Collection. A perfect blend of precision and design, this rugged quartz chronograph is crafted of stainless steel, with secure screwdown caseback and blue ion finish tachymeter bezel. The blue patterned dial, with yellow accents, features three subdials, a date calendar, and LumiBrite hands. Chronograph timing provides measurement of up to 12 hours of elapsed time in 1/5-second increments. 10 bar, 100M Water Resistant</p>",Caliber 8T67,,3 year battery,12.85,,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Chrono2,Analog Quartz,"Hour, minute, and small second hands",Chronograph measures up to 12 hours of elapsed time in 1/5-second increments,Tachymeter bezel with Blue ion finish,Blue patterned dial with yellow accents
SSB325,SSB325,250,Essentials,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB325_1.png?v=1757427998,Silicone,43.9,Black,Men's,22,,Quartz Chronograph,8T67,8T67,Essentials,"Silicone, 43.9, Black, Men's, 22, Quartz Chronograph, 8T67, 8T67, Essentials","<p>From the Men's Essential Collection. A perfect blend of precision and design, this rugged quartz chronograph is crafted of stainless steel, with durable silicone strap, secure screwdown caseback and tachymeter bezel. The black patterned dial, with red accents, features three subdials, a date calendar, and LumiBrite hands. Chronograph timing provides measurement of up to 12 hours of elapsed time in 1/5-second increments. 10 bar, 100M Water Resistant</p>",Caliber 8T67,,3 year battery,12.85,,Stainless steel case,Black silicone strap,"10 bar, 100 meters (330 feet)",Chrono2,Analog Quartz,"Hour, minute, and small second hands",Chronograph measures up to 12 hours minutes of elapsed time in 1/5-second increments,Screwdown caseback,LumiBrite hands
SSB397,SSB397,300,Essentials,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB397_1.png?v=1757428162,Stainless Steel,41,Black,Men's,22,,Quartz Chronograph,8T63,8T63,Essentials,"Stainless Steel, 41, Black, Men's, 22, Quartz Chronograph, 8T63, 8T63, Essentials","<p>From the Essentials Collection. Inspired by racing, this rugged chronograph combines functionality and fashion for perfect sport or everyday wear. Framed by a black tachymeter outer ring, the dimensional embossed black dial features applied metallic elements and gray accents. Designed to resemble an engine compartment, the dial also offers three subdials, including a 24-hour indicator, a date calendar, and LumiBrite hands and markers. Chronograph timing provides measurement of up to 60 minutes of elapsed time in 1/5-second increments. Crafted of stainless steel. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,12.3,,Stainless steel case,Stainless steel bracelet,"10 bar, 100 meters (330 feet)",Chrono1,From the Essentials Collection,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments,Black tachymeter ring,Dimensional embossed black dial with applied metallic elements and gray accents,24-hour subdial
SSB403,SSB403,300,Essentials,Watch,Seikousa ,500,g,30,active,https://cdn.shopify.com/s/files/1/0878/7660/0115/files/SSB403_1.png?v=1757428163,Nylon Strap,41,Gray,Men's,22,,Quartz Chronograph,8T63,8T63,Essentials,"Nylon Strap, 41, Gray, Men's, 22, Quartz Chronograph, 8T63, 8T63, Essentials","<p>From the Essentials Collection. Inspired by racing, this rugged chronograph combines functionality and fashion for perfect sport or everyday wear. Framed by a gray tachymeter outer ring, the dimensional embossed gray dial features applied metallic elements and orange accents. Designed to resemble an engine compartment, the dial also offers three subdials, including a 24-hour indicator, a date calendar, and LumiBrite hands and markers. Chronograph timing provides measurement of up to 60 minutes of elapsed time in 1/5-second increments. Crafted of stainless steel with black, gray and orange racing stripe nylon strap. 10 bar, 100M Water Resistant</p>",Caliber 8T63,,,12.3,,Stainless steel case,"Black, gray and orange nylon strap","10 bar, 100 meters (330 feet)",Chrono1,From the Essentials Collection,Chronograph measures up to 60 minutes of elapsed time in 1/5-second increments,Gray tachymeter ring,Dimensional embossed gray dial with applied metallic elements and orange accents,24-hour subdial
